"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"
"GO:0044839"	"GO:0044839"	"cell cycle G2/M phase transition"	154	-0.399954097671119	-1.87303129032712	6.94569145199696e-07	1.11571148365273e-05	7.20450582102164e-06	3445	"tags=43%, list=21%, signal=34%"
"GO:0099633"	"GO:0099633"	"protein localization to postsynaptic specialization membrane"	53	0.6191138103206	2.14392681408048	7.16256521415251e-07	1.14424432229379e-05	7.38875148407312e-06	2955	"tags=64%, list=18%, signal=53%"
"GO:0099645"	"GO:0099645"	"neurotransmitter receptor localization to postsynaptic specialization membrane"	53	0.6191138103206	2.14392681408048	7.16256521415251e-07	1.14424432229379e-05	7.38875148407312e-06	2955	"tags=64%, list=18%, signal=53%"
"GO:0051225"	"GO:0051225"	"spindle assembly"	134	-0.421732775285317	-1.95647408268986	7.4165906534878e-07	1.18158852733572e-05	7.62989495758581e-06	3405	"tags=58%, list=21%, signal=46%"
"GO:0031345"	"GO:0031345"	"negative regulation of cell projection organization"	209	0.439475245484134	1.8554633790028	7.69635965689397e-07	1.22281943213484e-05	7.89613609428072e-06	2644	"tags=35%, list=16%, signal=30%"
"GO:0030073"	"GO:0030073"	"insulin secretion"	216	0.434539899320114	1.84692598965023	7.90092988527602e-07	1.25191092828925e-05	8.08398918753785e-06	3177	"tags=38%, list=20%, signal=31%"
"GO:0015872"	"GO:0015872"	"dopamine transport"	44	0.651549505017032	2.17701619240244	8.09606637089774e-07	1.27935401107601e-05	8.26119794856688e-06	4062	"tags=73%, list=25%, signal=55%"
"GO:0061458"	"GO:0061458"	"reproductive system development"	299	-0.325454832039873	-1.66827621307572	8.27235023049265e-07	1.30367768091899e-05	8.41826366272324e-06	3243	"tags=33%, list=20%, signal=27%"
"GO:1901976"	"GO:1901976"	"regulation of cell cycle checkpoint"	46	-0.598743408730596	-2.25121478462109	8.36243558933466e-07	1.31432242375769e-05	8.48700017110231e-06	2439	"tags=50%, list=15%, signal=43%"
"GO:0051954"	"GO:0051954"	"positive regulation of amine transport"	45	0.653440359149994	2.19262766029063	8.41068586447191e-07	1.31481794304921e-05	8.49019989761987e-06	3434	"tags=62%, list=21%, signal=49%"
"GO:0050796"	"GO:0050796"	"regulation of insulin secretion"	181	0.445904588609448	1.86603612091106	8.39762324204347e-07	1.31481794304921e-05	8.49019989761987e-06	3177	"tags=39%, list=20%, signal=32%"
"GO:0014051"	"GO:0014051"	"gamma-aminobutyric acid secretion"	21	0.795784344756915	2.29925724537574	8.63158282092763e-07	1.34457404926013e-05	8.68234459053425e-06	1579	"tags=57%, list=10%, signal=52%"
"GO:0021766"	"GO:0021766"	"hippocampus development"	102	0.525469807361654	2.01862050147223	8.64714917634282e-07	1.34457404926013e-05	8.68234459053425e-06	2419	"tags=44%, list=15%, signal=38%"
"GO:0030003"	"GO:0030003"	"intracellular monoatomic cation homeostasis"	443	0.366171396211709	1.65068327162977	8.90510264891678e-07	1.38100142409132e-05	8.91756779820138e-06	2280	"tags=24%, list=14%, signal=21%"
"GO:0015711"	"GO:0015711"	"organic anion transport"	348	0.387500527839581	1.71648603271583	9.43252269751723e-07	1.45891352385207e-05	9.42067114030968e-06	3014	"tags=32%, list=19%, signal=27%"
"GO:0006835"	"GO:0006835"	"dicarboxylic acid transport"	95	0.529656844454918	2.01800424540464	9.4760840427353e-07	1.46177370511083e-05	9.43914024529774e-06	2391	"tags=39%, list=15%, signal=33%"
"GO:0032252"	"GO:0032252"	"secretory granule localization"	37	0.67908309249798	2.21087880492862	9.7458153646674e-07	1.49437478714352e-05	9.64965585683125e-06	2161	"tags=57%, list=13%, signal=49%"
"GO:0071479"	"GO:0071479"	"cellular response to ionizing radiation"	68	-0.518019354206163	-2.13290989525628	9.75870191355321e-07	1.49437478714352e-05	9.64965585683125e-06	2611	"tags=41%, list=16%, signal=35%"
"GO:0001838"	"GO:0001838"	"embryonic epithelial tube formation"	137	-0.42170766759331	-1.95966918422768	9.76430790433343e-07	1.49437478714352e-05	9.64965585683125e-06	3675	"tags=41%, list=23%, signal=32%"
"GO:1902969"	"GO:1902969"	"mitotic DNA replication"	17	-0.788231972071149	-2.35667939512828	9.87002484275994e-07	1.50659986539616e-05	9.72859709632194e-06	1493	"tags=71%, list=9%, signal=64%"
"GO:0035148"	"GO:0035148"	"tube formation"	161	-0.38979380668318	-1.82852106730924	9.94467693244704e-07	1.5140316238407e-05	9.77658633705183e-06	3675	"tags=39%, list=23%, signal=30%"
"GO:0002793"	"GO:0002793"	"positive regulation of peptide secretion"	124	0.49700636228761	1.97578723114482	1.01772791933091e-06	1.5454092441715e-05	9.97920166514987e-06	3177	"tags=40%, list=20%, signal=33%"
"GO:0009124"	"GO:0009124"	"nucleoside monophosphate biosynthetic process"	46	-0.594414526094209	-2.23493862282987	1.08645359179326e-06	1.64122043879443e-05	1.05978851863771e-05	2978	"tags=54%, list=18%, signal=44%"
"GO:0045956"	"GO:0045956"	"positive regulation of calcium ion-dependent exocytosis"	23	0.765203805025473	2.22893057995039	1.0843442957013e-06	1.64122043879443e-05	1.05978851863771e-05	2138	"tags=65%, list=13%, signal=57%"
"GO:0021915"	"GO:0021915"	"neural tube development"	183	-0.387201341598195	-1.87524845080813	1.08949154485225e-06	1.64155689871665e-05	1.06000578156847e-05	3600	"tags=37%, list=22%, signal=29%"
"GO:0048339"	"GO:0048339"	"paraxial mesoderm development"	22	-0.738655334157791	-2.36542789720109	1.15919989632701e-06	1.74208623594918e-05	1.12492078924626e-05	1986	"tags=64%, list=12%, signal=56%"
"GO:0043954"	"GO:0043954"	"cellular component maintenance"	92	0.521810389942803	1.9776485933501	1.18415042182567e-06	1.77500799734331e-05	1.14617942331766e-05	1759	"tags=32%, list=11%, signal=28%"
"GO:0043279"	"GO:0043279"	"response to alkaloid"	102	0.520590782665909	1.99987746592567	1.26088827745088e-06	1.88518962713233e-05	1.21732722495055e-05	3130	"tags=46%, list=19%, signal=37%"
"GO:0099560"	"GO:0099560"	"synaptic membrane adhesion"	45	0.648414858012173	2.17576452558015	1.31479747694454e-06	1.96076319387816e-05	1.26612749361438e-05	2855	"tags=62%, list=18%, signal=51%"
"GO:0099172"	"GO:0099172"	"presynapse organization"	64	0.589639158664413	2.09158853121001	1.35621934550351e-06	2.01737627643648e-05	1.3026843713389e-05	3036	"tags=56%, list=19%, signal=46%"
"GO:0048608"	"GO:0048608"	"reproductive structure development"	295	-0.327855306434378	-1.67528522751975	1.36290672039487e-06	2.02216516199046e-05	1.30577670787531e-05	3243	"tags=33%, list=20%, signal=27%"
"GO:0007004"	"GO:0007004"	"telomere maintenance via telomerase"	50	-0.586563298202739	-2.23846446134805	1.40186022696296e-06	2.07184844102005e-05	1.337858789867e-05	4301	"tags=64%, list=27%, signal=47%"
"GO:0042596"	"GO:0042596"	"fear response"	60	0.602872537966929	2.13170808238127	1.40349877242826e-06	2.07184844102005e-05	1.337858789867e-05	2391	"tags=47%, list=15%, signal=40%"
"GO:0098771"	"GO:0098771"	"inorganic ion homeostasis"	456	0.359248106121649	1.62211299806575	1.44930014945532e-06	2.13405787158434e-05	1.3780294084534e-05	2510	"tags=25%, list=16%, signal=22%"
"GO:0014059"	"GO:0014059"	"regulation of dopamine secretion"	30	0.701436022515909	2.17018262028137	1.45814380551835e-06	2.14167167001952e-05	1.38294588156944e-05	1578	"tags=50%, list=10%, signal=45%"
"GO:1901379"	"GO:1901379"	"regulation of potassium ion transmembrane transport"	61	0.595255093751478	2.10328454079071	1.50790991322919e-06	2.20366483810511e-05	1.42297685255792e-05	2411	"tags=51%, list=15%, signal=43%"
"GO:0051983"	"GO:0051983"	"regulation of chromosome segregation"	127	-0.427582500224186	-1.9536309669415	1.50750466996511e-06	2.20366483810511e-05	1.42297685255792e-05	3164	"tags=50%, list=20%, signal=40%"
"GO:1990778"	"GO:1990778"	"protein localization to cell periphery"	370	0.382951393681188	1.70155260548424	1.52841532328038e-06	2.22804743751198e-05	1.43872147667735e-05	2955	"tags=31%, list=18%, signal=26%"
"GO:0006298"	"GO:0006298"	"mismatch repair"	25	-0.702544623869748	-2.31373940666933	1.53454990300714e-06	2.23141159212833e-05	1.44089381888871e-05	3130	"tags=68%, list=19%, signal=55%"
"GO:0090087"	"GO:0090087"	"regulation of peptide transport"	211	0.430436032954146	1.82382468805961	1.57503531655331e-06	2.28458480866228e-05	1.47522946512469e-05	3177	"tags=38%, list=20%, signal=31%"
"GO:0031577"	"GO:0031577"	"spindle checkpoint signaling"	47	-0.58603407871479	-2.20224828852331	1.61135084040647e-06	2.3314607321117e-05	1.50549874784745e-05	2580	"tags=60%, list=16%, signal=50%"
"GO:0002027"	"GO:0002027"	"regulation of heart rate"	92	0.519766046558456	1.96990058201054	1.62100957571449e-06	2.33963040494831e-05	1.51077416683969e-05	3508	"tags=47%, list=22%, signal=37%"
"GO:0045880"	"GO:0045880"	"positive regulation of smoothened signaling pathway"	40	-0.618886657598917	-2.27835738324695	1.70713325852008e-06	2.4578503778841e-05	1.58711258368456e-05	1846	"tags=45%, list=11%, signal=40%"
"GO:0090174"	"GO:0090174"	"organelle membrane fusion"	134	0.47690894387058	1.90545041393665	1.71741130258871e-06	2.46655795699379e-05	1.59273534595795e-05	3050	"tags=35%, list=19%, signal=29%"
"GO:0031100"	"GO:0031100"	"animal organ regeneration"	49	-0.587967648146387	-2.23164684135853	1.78481463176609e-06	2.55706489381525e-05	1.65117856920401e-05	3064	"tags=51%, list=19%, signal=41%"
"GO:0035116"	"GO:0035116"	"embryonic hindlimb morphogenesis"	29	-0.679135427254233	-2.29882892860666	1.79740882393813e-06	2.56879677754491e-05	1.65875422167871e-05	473	"tags=38%, list=3%, signal=37%"
"GO:0001841"	"GO:0001841"	"neural tube formation"	123	-0.431010707785607	-1.9643547569007	1.81597948148988e-06	2.58899177422188e-05	1.67179477680847e-05	4253	"tags=45%, list=26%, signal=33%"
"GO:0060080"	"GO:0060080"	"inhibitory postsynaptic potential"	26	0.735480244353602	2.21113789879168	1.89869430688991e-06	2.70031378133539e-05	1.74367895654563e-05	2939	"tags=65%, list=18%, signal=54%"
"GO:0042255"	"GO:0042255"	"ribosome assembly"	56	-0.548619755224128	-2.16830470476982	1.95013868857586e-06	2.76672960902332e-05	1.78656578026273e-05	5216	"tags=68%, list=32%, signal=46%"
"GO:0031340"	"GO:0031340"	"positive regulation of vesicle fusion"	32	0.711391943950643	2.24105690015804	1.95658068537393e-06	2.76913154767363e-05	1.78811678885604e-05	1578	"tags=50%, list=10%, signal=45%"
"GO:1903531"	"GO:1903531"	"negative regulation of secretion by cell"	155	0.460469066446182	1.88364312229771	1.97568896775589e-06	2.7894049324418e-05	1.80120796168289e-05	3132	"tags=37%, list=19%, signal=30%"
"GO:0043113"	"GO:0043113"	"receptor clustering"	75	0.554939780682354	2.01556624529533	2.02597212268789e-06	2.85348875540896e-05	1.84258893538128e-05	2212	"tags=39%, list=14%, signal=34%"
"GO:1902850"	"GO:1902850"	"microtubule cytoskeleton organization involved in mitosis"	160	-0.38504974076001	-1.8048799571809	2.04372470762163e-06	2.87155633015464e-05	1.85425574614143e-05	3227	"tags=42%, list=20%, signal=34%"
"GO:0061035"	"GO:0061035"	"regulation of cartilage development"	67	-0.514368682299333	-2.09661806700897	2.07350437035431e-06	2.89808460320992e-05	1.87138590034785e-05	867	"tags=25%, list=5%, signal=24%"
"GO:0001890"	"GO:0001890"	"placenta development"	151	-0.394610947888234	-1.85188773578917	2.06826025162672e-06	2.89808460320992e-05	1.87138590034785e-05	3539	"tags=42%, list=22%, signal=33%"
"GO:0007389"	"GO:0007389"	"pattern specification process"	395	-0.294481865910517	-1.54980872655139	2.07751563049519e-06	2.89808460320992e-05	1.87138590034785e-05	2760	"tags=35%, list=17%, signal=29%"
"GO:0052652"	"GO:0052652"	"cyclic purine nucleotide metabolic process"	38	0.666797544765887	2.17123281068837	2.08369728440893e-06	2.89977061226455e-05	1.87247461030793e-05	1959	"tags=47%, list=12%, signal=42%"
"GO:0006368"	"GO:0006368"	"transcription elongation by RNA polymerase II"	113	-0.437114124196103	-1.96218723053379	2.09490323010792e-06	2.90842398446649e-05	1.87806236944762e-05	4938	"tags=51%, list=31%, signal=36%"
"GO:0007062"	"GO:0007062"	"sister chromatid cohesion"	55	-0.54085869610831	-2.12565650312215	2.13070359628776e-06	2.95110039666364e-05	1.90561989346701e-05	3222	"tags=56%, list=20%, signal=45%"
"GO:1903859"	"GO:1903859"	"regulation of dendrite extension"	31	0.700868552851889	2.19521180680433	2.19979618749628e-06	3.03957620125374e-05	1.96275154968176e-05	3770	"tags=71%, list=23%, signal=54%"
"GO:0000086"	"GO:0000086"	"G2/M transition of mitotic cell cycle"	139	-0.409112467528475	-1.89972305793363	2.23972875722946e-06	3.0874369700721e-05	1.99365677855164e-05	3445	"tags=45%, list=21%, signal=35%"
"GO:0014046"	"GO:0014046"	"dopamine secretion"	34	0.676576719094629	2.1548931691323	2.26071587256168e-06	3.1084235313042e-05	2.00720847222651e-05	1578	"tags=47%, list=10%, signal=43%"
"GO:0001763"	"GO:0001763"	"morphogenesis of a branching structure"	204	-0.358518211652768	-1.76576288884782	2.26561481873484e-06	3.1084235313042e-05	2.00720847222651e-05	3180	"tags=34%, list=20%, signal=28%"
"GO:0098926"	"GO:0098926"	"postsynaptic signal transduction"	55	0.595096276884572	2.07194092057497	2.32370927766793e-06	3.18064525776566e-05	2.05384435043692e-05	2055	"tags=44%, list=13%, signal=38%"
"GO:0009953"	"GO:0009953"	"dorsal/ventral pattern formation"	92	-0.458564126995039	-1.99534590626574	2.33797253111567e-06	3.19267396462189e-05	2.06161167109596e-05	3823	"tags=47%, list=24%, signal=36%"
"GO:0050678"	"GO:0050678"	"regulation of epithelial cell proliferation"	332	-0.314639509225521	-1.61450720780871	2.37835494065972e-06	3.24023076144552e-05	2.09232061552873e-05	3337	"tags=35%, list=21%, signal=28%"
"GO:0051051"	"GO:0051051"	"negative regulation of transport"	399	0.359194600403185	1.60620245434643	2.45377030136247e-06	3.33518289679361e-05	2.15363424560755e-05	3161	"tags=31%, list=20%, signal=25%"
"GO:0055123"	"GO:0055123"	"digestive system development"	117	-0.42984752702408	-1.92582974995549	2.46512514163209e-06	3.34282434903645e-05	2.15856857567148e-05	3243	"tags=40%, list=20%, signal=32%"
"GO:0019228"	"GO:0019228"	"neuronal action potential"	55	0.593521003133359	2.06645630527317	2.51860356103646e-06	3.40741934208901e-05	2.20027962823969e-05	1758	"tags=47%, list=11%, signal=42%"
"GO:0006405"	"GO:0006405"	"RNA export from nucleus"	80	-0.485308687518732	-2.06348844837462	2.55094122953667e-06	3.44318016421952e-05	2.22337153461322e-05	4549	"tags=59%, list=28%, signal=42%"
"GO:0002209"	"GO:0002209"	"behavioral defense response"	55	0.592606443672646	2.06327209249189	2.66531384926179e-06	3.58924828061097e-05	2.31769238818753e-05	2391	"tags=44%, list=15%, signal=37%"
"GO:0006906"	"GO:0006906"	"vesicle fusion"	129	0.476487263238725	1.90284823853279	2.75872536374277e-06	3.70648101289956e-05	2.39339331217752e-05	3148	"tags=36%, list=20%, signal=30%"
"GO:0061001"	"GO:0061001"	"regulation of dendritic spine morphogenesis"	64	0.5780997610359	2.05065557860296	2.77494589004059e-06	3.71598111695277e-05	2.39952783314951e-05	3024	"tags=48%, list=19%, signal=40%"
"GO:0090276"	"GO:0090276"	"regulation of peptide hormone secretion"	208	0.430412276317102	1.81464532863153	2.77854187444934e-06	3.71598111695277e-05	2.39952783314951e-05	3177	"tags=38%, list=20%, signal=31%"
"GO:1900452"	"GO:1900452"	"regulation of long-term synaptic depression"	24	0.74913372704914	2.19818691434215	2.854957428186e-06	3.8094409070372e-05	2.45987780817086e-05	2879	"tags=75%, list=18%, signal=62%"
"GO:0031113"	"GO:0031113"	"regulation of microtubule polymerization"	59	0.583391576806315	2.05825488034939	2.91729620693156e-06	3.88373383164792e-05	2.50785112525695e-05	2399	"tags=47%, list=15%, signal=41%"
"GO:0001503"	"GO:0001503"	"ossification"	365	-0.297815715136141	-1.55011150975709	2.99210474554946e-06	3.97425120075146e-05	2.56630108496114e-05	2968	"tags=29%, list=18%, signal=24%"
"GO:0060997"	"GO:0060997"	"dendritic spine morphogenesis"	81	0.541383941060239	1.99360039103676	2.99911845831022e-06	3.97451357509247e-05	2.56647050846307e-05	3036	"tags=46%, list=19%, signal=37%"
"GO:0008608"	"GO:0008608"	"attachment of spindle microtubules to kinetochore"	49	-0.581002365663603	-2.20520992650296	3.08672000388949e-06	4.07941597233639e-05	2.63420934082757e-05	2580	"tags=57%, list=16%, signal=48%"
"GO:0032412"	"GO:0032412"	"regulation of monoatomic ion transmembrane transporter activity"	56	0.594722422537334	2.07404529955091	3.09226866707715e-06	4.07941597233639e-05	2.63420934082757e-05	2645	"tags=43%, list=16%, signal=36%"
"GO:0048565"	"GO:0048565"	"digestive tract development"	106	-0.43827187144494	-1.94101882009504	3.20046819715663e-06	4.21262529517389e-05	2.72022686021843e-05	3243	"tags=41%, list=20%, signal=33%"
"GO:0032330"	"GO:0032330"	"regulation of chondrocyte differentiation"	50	-0.575802437785331	-2.19739846950761	3.24002849264598e-06	4.2360103454302e-05	2.73532733495272e-05	867	"tags=34%, list=5%, signal=32%"
"GO:0007616"	"GO:0007616"	"long-term memory"	42	0.638129937864044	2.12196680676332	3.23711679698694e-06	4.2360103454302e-05	2.73532733495272e-05	3130	"tags=55%, list=19%, signal=44%"
"GO:0006820"	"GO:0006820"	"monoatomic anion transport"	118	0.49466700469994	1.95036165003414	3.23746805624822e-06	4.2360103454302e-05	2.73532733495272e-05	2022	"tags=33%, list=13%, signal=29%"
"GO:0009187"	"GO:0009187"	"cyclic nucleotide metabolic process"	39	0.659691326922801	2.14908753556905	3.27280531081369e-06	4.26929032826725e-05	2.75681728406466e-05	1959	"tags=46%, list=12%, signal=41%"
"GO:0048332"	"GO:0048332"	"mesoderm morphogenesis"	68	-0.502858523652007	-2.07048619381212	3.31820570699927e-06	4.31885211551624e-05	2.78882091492867e-05	3533	"tags=49%, list=22%, signal=38%"
"GO:0014047"	"GO:0014047"	"glutamate secretion"	36	0.675993507938076	2.17568975048884	3.34941496641484e-06	4.34976362342203e-05	2.80878146404076e-05	1578	"tags=44%, list=10%, signal=40%"
"GO:0050772"	"GO:0050772"	"positive regulation of axonogenesis"	93	0.531590688444519	2.01904657285693	3.38304295120713e-06	4.37395198414386e-05	2.82440066203009e-05	2898	"tags=43%, list=18%, signal=35%"
"GO:0000018"	"GO:0000018"	"regulation of DNA recombination"	123	-0.4251309657284	-1.9375575124917	3.38236512724372e-06	4.37395198414386e-05	2.82440066203009e-05	3857	"tags=41%, list=24%, signal=31%"
"GO:0048520"	"GO:0048520"	"positive regulation of behavior"	26	0.729247080621646	2.19239859931639	3.42617739735763e-06	4.41632234386075e-05	2.85176055817634e-05	1524	"tags=42%, list=9%, signal=38%"
"GO:1990708"	"GO:1990708"	"conditioned place preference"	13	0.836527142115294	2.13288842737009	3.43096213645845e-06	4.41632234386075e-05	2.85176055817634e-05	1029	"tags=62%, list=6%, signal=58%"
"GO:0015807"	"GO:0015807"	"L-amino acid transport"	79	0.544487266475698	1.99893695028863	3.51067211162782e-06	4.49945391641195e-05	2.90544127287105e-05	2326	"tags=41%, list=14%, signal=35%"
"GO:0048762"	"GO:0048762"	"mesenchymal cell differentiation"	236	-0.341143998699742	-1.692594193232	3.51097844617979e-06	4.49945391641195e-05	2.90544127287105e-05	3393	"tags=37%, list=21%, signal=30%"
"GO:0010389"	"GO:0010389"	"regulation of G2/M transition of mitotic cell cycle"	107	-0.433667272135527	-1.91750148198882	3.69118018518881e-06	4.7200157148763e-05	3.04786507904441e-05	3445	"tags=46%, list=21%, signal=36%"
"GO:0071526"	"GO:0071526"	"semaphorin-plexin signaling pathway"	47	0.616255020400249	2.08041927210036	3.71043420454976e-06	4.73425423342005e-05	3.05705934577323e-05	1615	"tags=40%, list=10%, signal=36%"
"GO:0010807"	"GO:0010807"	"regulation of synaptic vesicle priming"	15	0.827232190895704	2.19828406833248	3.75111845056257e-06	4.7653097353443e-05	3.07711287642754e-05	1527	"tags=73%, list=9%, signal=66%"
"GO:0003015"	"GO:0003015"	"heart process"	206	0.427290811907028	1.80593020844684	3.74494878834887e-06	4.7653097353443e-05	3.07711287642754e-05	2709	"tags=31%, list=17%, signal=26%"
"GO:0030199"	"GO:0030199"	"collagen fibril organization"	61	-0.536264828694362	-2.13807176527449	3.9011439972086e-06	4.94512405385291e-05	3.19322473181125e-05	3490	"tags=49%, list=22%, signal=39%"
"GO:0016049"	"GO:0016049"	"cell growth"	475	0.348432346947104	1.57910796232171	3.93597121451945e-06	4.97844862296376e-05	3.21474347170592e-05	2752	"tags=27%, list=17%, signal=23%"
"GO:0006873"	"GO:0006873"	"intracellular monoatomic ion homeostasis"	453	0.356352970158631	1.60866117403645	4.04600817612079e-06	5.1065527434979e-05	3.29746439872045e-05	2280	"tags=24%, list=14%, signal=21%"
"GO:0071478"	"GO:0071478"	"cellular response to radiation"	157	-0.385980956552665	-1.80883522184998	4.15156531470489e-06	5.21719339440608e-05	3.3689086049681e-05	3075	"tags=36%, list=19%, signal=30%"
"GO:0001649"	"GO:0001649"	"osteoblast differentiation"	195	-0.359220882745745	-1.74493505882954	4.14302621569797e-06	5.21719339440608e-05	3.3689086049681e-05	3533	"tags=39%, list=22%, signal=31%"
"GO:0007631"	"GO:0007631"	"feeding behavior"	91	0.518193223536761	1.95795223405458	4.43716489694158e-06	5.56410935786373e-05	3.59292333590493e-05	3161	"tags=41%, list=20%, signal=33%"
"GO:1902808"	"GO:1902808"	"positive regulation of cell cycle G1/S phase transition"	58	-0.535687023734897	-2.13129532390783	4.45724280058625e-06	5.57729243996104e-05	3.6014360735706e-05	2941	"tags=47%, list=18%, signal=38%"
"GO:0051968"	"GO:0051968"	"positive regulation of synaptic transmission, glutamatergic"	37	0.655647412932927	2.13457967776455	4.50300801104723e-06	5.60536746643018e-05	3.61956501591688e-05	2939	"tags=57%, list=18%, signal=47%"
"GO:0032409"	"GO:0032409"	"regulation of transporter activity"	60	0.5882919124246	2.08015218066517	4.50851885055008e-06	5.60536746643018e-05	3.61956501591688e-05	2645	"tags=43%, list=16%, signal=36%"
"GO:0050771"	"GO:0050771"	"negative regulation of axonogenesis"	59	0.578294520911457	2.04027203557052	4.50851885055008e-06	5.60536746643018e-05	3.61956501591688e-05	2608	"tags=47%, list=16%, signal=40%"
"GO:0070192"	"GO:0070192"	"chromosome organization involved in meiotic cell cycle"	47	-0.571574069788854	-2.14790924738937	4.57686083279182e-06	5.67822883319342e-05	3.66661393032393e-05	2334	"tags=43%, list=14%, signal=36%"
"GO:0048814"	"GO:0048814"	"regulation of dendrite morphogenesis"	99	0.502859039557978	1.91555094635102	4.6655666924212e-06	5.77599137654098e-05	3.72974233071642e-05	1551	"tags=30%, list=10%, signal=28%"
"GO:0031507"	"GO:0031507"	"heterochromatin formation"	136	-0.393445916999941	-1.82859743362101	4.68216244512415e-06	5.78425619015231e-05	3.73507918514921e-05	2861	"tags=30%, list=18%, signal=25%"
"GO:0035115"	"GO:0035115"	"embryonic forelimb morphogenesis"	27	-0.678540440154509	-2.26189579847065	4.75361101064255e-06	5.86010693510712e-05	3.78405843664591e-05	819	"tags=41%, list=5%, signal=39%"
"GO:0061025"	"GO:0061025"	"membrane fusion"	161	0.446270446435802	1.83467118338386	4.82677265376397e-06	5.93774500930331e-05	3.83419182378719e-05	4548	"tags=46%, list=28%, signal=33%"
"GO:0048333"	"GO:0048333"	"mesodermal cell differentiation"	26	-0.688926354902111	-2.29330664472206	5.06572153364181e-06	6.21857310792956e-05	4.01553150711064e-05	3102	"tags=58%, list=19%, signal=47%"
"GO:0007599"	"GO:0007599"	"hemostasis"	154	-0.379954607267398	-1.77937136401335	5.13048053490135e-06	6.28483865525415e-05	4.05832128999163e-05	3839	"tags=44%, list=24%, signal=33%"
"GO:0001662"	"GO:0001662"	"behavioral fear response"	54	0.59675029917949	2.07941936054568	5.17052720831078e-06	6.32061722257026e-05	4.08142465499893e-05	2391	"tags=44%, list=15%, signal=38%"
"GO:0007018"	"GO:0007018"	"microtubule-based movement"	412	0.359382417865379	1.61068435477084	5.21456746854164e-06	6.361117763403e-05	4.10757714930048e-05	4172	"tags=38%, list=26%, signal=29%"
"GO:0033013"	"GO:0033013"	"tetrapyrrole metabolic process"	49	-0.573237123574477	-2.17573674369229	5.31133549181242e-06	6.46563616967812e-05	4.17506802641754e-05	4107	"tags=63%, list=25%, signal=47%"
"GO:0044774"	"GO:0044774"	"mitotic DNA integrity checkpoint signaling"	73	-0.485508187854616	-2.02968376031722	5.62161969580146e-06	6.82909675962882e-05	4.40976615172847e-05	3551	"tags=49%, list=22%, signal=39%"
"GO:0006778"	"GO:0006778"	"porphyrin-containing compound metabolic process"	40	-0.600579275832902	-2.2109609417461	5.65174984903705e-06	6.85142481699273e-05	4.42418409235267e-05	4003	"tags=60%, list=25%, signal=45%"
"GO:0051590"	"GO:0051590"	"positive regulation of neurotransmitter transport"	29	0.695532198715533	2.14245449576016	5.96349331116045e-06	7.21434221937273e-05	4.65853146407969e-05	3340	"tags=72%, list=21%, signal=58%"
"GO:0098869"	"GO:0098869"	"cellular oxidant detoxification"	58	-0.530253521687565	-2.1096774817858	6.03094186044106e-06	7.28083270977884e-05	4.70146649990142e-05	2729	"tags=47%, list=17%, signal=39%"
"GO:0048806"	"GO:0048806"	"genitalia development"	38	-0.624886591444662	-2.29043277208005	6.06654593869421e-06	7.30842612684505e-05	4.7192844516558e-05	3047	"tags=58%, list=19%, signal=47%"
"GO:0006284"	"GO:0006284"	"base-excision repair"	47	-0.566663587817974	-2.12945622407729	6.07886584037017e-06	7.30842612684505e-05	4.7192844516558e-05	3485	"tags=55%, list=22%, signal=43%"
"GO:0048791"	"GO:0048791"	"calcium ion-regulated exocytosis of neurotransmitter"	21	0.770738365323384	2.22689197448357	6.12518292246783e-06	7.34895918125718e-05	4.74545794101525e-05	1600	"tags=57%, list=10%, signal=52%"
"GO:0090277"	"GO:0090277"	"positive regulation of peptide hormone secretion"	122	0.485048279247439	1.91949247846766	6.18949588138035e-06	7.4108727893899e-05	4.78543753759808e-05	3177	"tags=39%, list=20%, signal=32%"
"GO:0032024"	"GO:0032024"	"positive regulation of insulin secretion"	100	0.501255585573272	1.91161532397837	6.42087890498335e-06	7.67216083913073e-05	4.95415958652404e-05	3177	"tags=42%, list=20%, signal=34%"
"GO:0003002"	"GO:0003002"	"regionalization"	353	-0.297808750895531	-1.54272204819427	6.58233942264373e-06	7.84900228495616e-05	5.06835176295267e-05	2760	"tags=27%, list=17%, signal=23%"
"GO:0050769"	"GO:0050769"	"positive regulation of neurogenesis"	287	0.386877967092236	1.68363907487631	6.70300512260236e-06	7.9765760958968e-05	5.15073025210497e-05	3199	"tags=34%, list=20%, signal=28%"
"GO:0015698"	"GO:0015698"	"inorganic anion transport"	122	0.484436082034114	1.91706981664905	6.72383199773707e-06	7.98506402826983e-05	5.15621118145686e-05	1904	"tags=31%, list=12%, signal=28%"
"GO:0003333"	"GO:0003333"	"amino acid transmembrane transport"	90	0.527515054305185	1.98533011197917	6.81634213700945e-06	8.07847378067116e-05	5.21652884554617e-05	2992	"tags=46%, list=19%, signal=37%"
"GO:0002063"	"GO:0002063"	"chondrocyte development"	33	-0.648199111105959	-2.27226821907243	6.85530003042473e-06	8.1081652083989e-05	5.2357015498728e-05	2161	"tags=52%, list=13%, signal=45%"
"GO:0016050"	"GO:0016050"	"vesicle organization"	354	0.369521204270671	1.63885798151194	6.9664460741789e-06	8.22294474869174e-05	5.3098183693454e-05	3927	"tags=34%, list=24%, signal=26%"
