"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"
"GO:0002428"	"GO:0002428"	"antigen processing and presentation of peptide antigen via MHC class Ib"	16	-0.611577209296454	-1.80281848234088	0.00691621194759649	0.0276601041607923	0.017861013743811	4159	"tags=69%, list=26%, signal=51%"
"GO:0045616"	"GO:0045616"	"regulation of keratinocyte differentiation"	24	-0.530412958908719	-1.75112181381766	0.00691509757478359	0.0276601041607923	0.017861013743811	4713	"tags=50%, list=29%, signal=35%"
"GO:0001101"	"GO:0001101"	"response to acid chemical"	128	0.374437149337043	1.49796855312541	0.00696063952548959	0.0278187039569087	0.0179634267037093	2905	"tags=30%, list=18%, signal=25%"
"GO:0170043"	"GO:0170043"	"non-proteinogenic amino acid biosynthetic process"	14	0.67059096144564	1.73947979283104	0.00697044669327804	0.0278388182660988	0.0179764151563486	1325	"tags=43%, list=8%, signal=39%"
"GO:0047496"	"GO:0047496"	"vesicle transport along microtubule"	49	0.484311900001342	1.65414434684131	0.00702533515710269	0.0280307404259633	0.0181003454320683	1961	"tags=31%, list=12%, signal=27%"
"GO:0090150"	"GO:0090150"	"establishment of protein localization to membrane"	255	0.323304211052875	1.38773547464571	0.00702811567531442	0.0280307404259633	0.0181003454320683	3162	"tags=25%, list=20%, signal=20%"
"GO:0006613"	"GO:0006613"	"cotranslational protein targeting to membrane"	18	-0.581303487328426	-1.76441480022405	0.00704322065633388	0.0280717837642398	0.0181268484280363	3854	"tags=61%, list=24%, signal=47%"
"GO:0060688"	"GO:0060688"	"regulation of morphogenesis of a branching structure"	54	-0.416556968202857	-1.61406036610496	0.0070574569286606	0.0281093110321175	0.0181510809849144	3569	"tags=50%, list=22%, signal=39%"
"GO:0060351"	"GO:0060351"	"cartilage development involved in endochondral bone morphogenesis"	35	-0.476905933677897	-1.69018405163849	0.00708836118062152	0.0282131290404124	0.018218119592659	1976	"tags=34%, list=12%, signal=30%"
"GO:0002312"	"GO:0002312"	"B cell activation involved in immune response"	72	-0.363407569523758	-1.51311878320042	0.00711735226045118	0.02830919579174	0.0182801529659179	3856	"tags=39%, list=24%, signal=30%"
"GO:0050679"	"GO:0050679"	"positive regulation of epithelial cell proliferation"	187	-0.281881000938592	-1.36265476523177	0.00713121468901114	0.028344998535531	0.0183032719424481	2753	"tags=30%, list=17%, signal=25%"
"GO:0060966"	"GO:0060966"	"regulation of gene silencing by regulatory ncRNA"	30	-0.462175335932845	-1.57386129613603	0.00714251852091983	0.0283705895745801	0.0183197968946868	1032	"tags=20%, list=6%, signal=19%"
"GO:0006346"	"GO:0006346"	"DNA methylation-dependent constitutive heterochromatin formation"	28	-0.499111334867521	-1.67757856630421	0.00715338448561677	0.0283923182407622	0.0183338277892582	2861	"tags=43%, list=18%, signal=35%"
"GO:0061326"	"GO:0061326"	"renal tubule development"	95	-0.335689691186193	-1.47003424398813	0.00715772728758711	0.0283923182407622	0.0183338277892582	3180	"tags=39%, list=20%, signal=31%"
"GO:0055075"	"GO:0055075"	"potassium ion homeostasis"	28	0.554943321084132	1.69756620367331	0.00718656682532963	0.0284873359337166	0.0183951837519797	2326	"tags=43%, list=14%, signal=37%"
"GO:0072012"	"GO:0072012"	"glomerulus vasculature development"	27	-0.512576288884682	-1.70865888842224	0.00719853785144093	0.028515403676462	0.0184133079909927	3533	"tags=44%, list=22%, signal=35%"
"GO:0017148"	"GO:0017148"	"negative regulation of translation"	146	-0.304310364547059	-1.41716987236158	0.00723581011646446	0.0286047517214266	0.0184710028807089	2474	"tags=26%, list=15%, signal=22%"
"GO:0030178"	"GO:0030178"	"negative regulation of Wnt signaling pathway"	155	-0.295495391822899	-1.38378799803127	0.00723244179710349	0.0286047517214266	0.0184710028807089	4005	"tags=42%, list=25%, signal=32%"
"GO:0002449"	"GO:0002449"	"lymphocyte mediated immunity"	201	-0.279378076593447	-1.36983121059499	0.00723531817748706	0.0286047517214266	0.0184710028807089	3856	"tags=30%, list=24%, signal=23%"
"GO:0042026"	"GO:0042026"	"protein refolding"	23	-0.54558573141256	-1.77168889391869	0.00726274961185597	0.0286917974164852	0.0185272110694686	1752	"tags=35%, list=11%, signal=31%"
"GO:0140719"	"GO:0140719"	"constitutive heterochromatin formation"	45	-0.436233041540655	-1.63373849671968	0.00727895785617905	0.0287363596881381	0.0185559863532427	2861	"tags=36%, list=18%, signal=29%"
"GO:0046166"	"GO:0046166"	"glyceraldehyde-3-phosphate biosynthetic process"	12	-0.649216906645187	-1.73838081305161	0.00730957288119412	0.0288376992356177	0.018621424539585	4367	"tags=67%, list=27%, signal=49%"
"GO:0022612"	"GO:0022612"	"gland morphogenesis"	133	-0.310888234933502	-1.43737286690112	0.00734572991669397	0.028960751280759	0.0187008831799682	3569	"tags=39%, list=22%, signal=31%"
"GO:0044065"	"GO:0044065"	"regulation of respiratory system process"	14	0.664578157361366	1.72388287637351	0.00735413052374591	0.0289742804621368	0.0187096194050065	2939	"tags=57%, list=18%, signal=47%"
"GO:0050779"	"GO:0050779"	"RNA destabilization"	101	-0.330718991680611	-1.47181733454451	0.00739247096337045	0.0291056706194552	0.0187944622310502	4426	"tags=38%, list=27%, signal=27%"
"GO:0002474"	"GO:0002474"	"antigen processing and presentation of peptide antigen via MHC class I"	35	-0.47538352390441	-1.68478853747626	0.00741804594160813	0.029186657142724	0.0188467578188311	4159	"tags=43%, list=26%, signal=32%"
"GO:0043249"	"GO:0043249"	"erythrocyte maturation"	22	-0.546817732955991	-1.75109805670482	0.00743582372604286	0.0292368767003074	0.0188791861930335	3596	"tags=55%, list=22%, signal=42%"
"GO:0010988"	"GO:0010988"	"regulation of low-density lipoprotein particle clearance"	13	-0.622757576917615	-1.71970357408483	0.0074506014958322	0.0292555268162947	0.0188912291693013	2761	"tags=69%, list=17%, signal=57%"
"GO:0006400"	"GO:0006400"	"tRNA modification"	90	-0.352862522997132	-1.53638823735427	0.00744886566993044	0.0292555268162947	0.0188912291693013	5067	"tags=46%, list=31%, signal=31%"
"GO:0086004"	"GO:0086004"	"regulation of cardiac muscle cell contraction"	33	0.522660169601923	1.65404027541902	0.00746608980351386	0.0292966148346496	0.0189177610166247	2411	"tags=48%, list=15%, signal=41%"
"GO:0097094"	"GO:0097094"	"craniofacial suture morphogenesis"	17	-0.591560041267958	-1.76866380663838	0.00752561937029345	0.0295103473760465	0.0190557749531304	2524	"tags=47%, list=16%, signal=40%"
"GO:0009141"	"GO:0009141"	"nucleoside triphosphate metabolic process"	265	-0.260069145195409	-1.3089603387666	0.00753253143349834	0.0295176013365113	0.0190604590673624	3529	"tags=30%, list=22%, signal=24%"
"GO:0042982"	"GO:0042982"	"amyloid precursor protein metabolic process"	74	0.425468367565694	1.54539159649689	0.00756890265966932	0.0296402091393766	0.0191396308463025	3253	"tags=39%, list=20%, signal=31%"
"GO:0016540"	"GO:0016540"	"protein autoprocessing"	20	-0.563982687992969	-1.74498864140787	0.0075907640918372	0.0297058694090622	0.019182029782057	2955	"tags=60%, list=18%, signal=49%"
"GO:0002675"	"GO:0002675"	"positive regulation of acute inflammatory response"	14	0.662403721145035	1.71824249635563	0.00760992002977887	0.0297608609615296	0.0192175395859501	265	"tags=14%, list=2%, signal=14%"
"GO:1904889"	"GO:1904889"	"regulation of excitatory synapse assembly"	26	0.555691521869134	1.67062350549192	0.00764840256455259	0.0298913105589183	0.019301775062371	3036	"tags=54%, list=19%, signal=44%"
"GO:0043604"	"GO:0043604"	"amide biosynthetic process"	143	0.36382146910098	1.47871285482062	0.00766946112093712	0.029953535027585	0.0193419553915409	2701	"tags=27%, list=17%, signal=22%"
"GO:0051146"	"GO:0051146"	"striated muscle cell differentiation"	279	-0.256344150366918	-1.2936137138779	0.00768837691143278	0.0300073130994408	0.0193766816121997	2360	"tags=23%, list=15%, signal=20%"
"GO:1901862"	"GO:1901862"	"negative regulation of muscle tissue development"	18	-0.57750930625673	-1.75289842472733	0.00769622535098021	0.0300178528572345	0.019383487470837	1264	"tags=50%, list=8%, signal=46%"
"GO:0051823"	"GO:0051823"	"regulation of synapse structural plasticity"	10	0.725349490361319	1.70846522992419	0.00773452699037933	0.0301269384641963	0.0194539275354828	3553	"tags=80%, list=22%, signal=62%"
"GO:0033603"	"GO:0033603"	"positive regulation of dopamine secretion"	10	0.724634689025538	1.70678160948369	0.00773452699037933	0.0301269384641963	0.0194539275354828	1520	"tags=60%, list=9%, signal=54%"
"GO:0030220"	"GO:0030220"	"platelet formation"	24	-0.528762924157448	-1.74567433785016	0.00775046662380059	0.0301688724188126	0.0194810056309007	3144	"tags=50%, list=20%, signal=40%"
"GO:0032222"	"GO:0032222"	"regulation of synaptic transmission, cholinergic"	11	0.708939003443851	1.70801423230031	0.00788687959461854	0.0306589299441472	0.0197974514455793	1579	"tags=55%, list=10%, signal=49%"
"GO:0099640"	"GO:0099640"	"axo-dendritic protein transport"	11	0.708645777359218	1.70730777614061	0.00788687959461854	0.0306589299441472	0.0197974514455793	2003	"tags=55%, list=12%, signal=48%"
"GO:0046461"	"GO:0046461"	"neutral lipid catabolic process"	21	0.606909425956826	1.75354152681192	0.00801348086367353	0.0310888934904061	0.0200750926563436	2088	"tags=43%, list=13%, signal=37%"
"GO:0046464"	"GO:0046464"	"acylglycerol catabolic process"	21	0.606909425956826	1.75354152681192	0.00801348086367353	0.0310888934904061	0.0200750926563436	2088	"tags=43%, list=13%, signal=37%"
"GO:0097191"	"GO:0097191"	"extrinsic apoptotic signaling pathway"	202	-0.264921059621094	-1.30334601054159	0.00800929350948775	0.0310888934904061	0.0200750926563436	2622	"tags=24%, list=16%, signal=20%"
"GO:0019682"	"GO:0019682"	"glyceraldehyde-3-phosphate metabolic process"	18	-0.574482577572354	-1.74371147676746	0.00806937120816186	0.0312849092518563	0.0202016663015082	1924	"tags=50%, list=12%, signal=44%"
"GO:0008544"	"GO:0008544"	"epidermis development"	258	-0.258007424026249	-1.29480858075976	0.00809118589714726	0.0313486411735985	0.0202428200413329	3395	"tags=28%, list=21%, signal=22%"
"GO:0003341"	"GO:0003341"	"cilium movement"	198	0.344551693847443	1.4495560574771	0.00812442142275657	0.031456508178017	0.0203124732153493	4604	"tags=43%, list=29%, signal=31%"
"GO:0048002"	"GO:0048002"	"antigen processing and presentation of peptide antigen"	47	-0.417833060389554	-1.57016831538082	0.00815932917890662	0.0315707023505007	0.0203862120441092	1550	"tags=23%, list=10%, signal=21%"
"GO:0031069"	"GO:0031069"	"hair follicle morphogenesis"	27	-0.507589218711314	-1.6920346278708	0.00819142483737035	0.031673871503121	0.0204528316649963	3243	"tags=41%, list=20%, signal=33%"
"GO:0060294"	"GO:0060294"	"cilium movement involved in cell motility"	159	0.355445871118917	1.45937734965279	0.00823488945199059	0.0318208352515289	0.0205477308568033	4209	"tags=42%, list=26%, signal=31%"
"GO:0099151"	"GO:0099151"	"regulation of postsynaptic density assembly"	21	0.605054400919531	1.74818180871058	0.00825091305382548	0.0318616384217592	0.020574078768584	2602	"tags=48%, list=16%, signal=40%"
"GO:0072111"	"GO:0072111"	"cell proliferation involved in kidney development"	19	-0.579147688420635	-1.76856857766721	0.00826763873558404	0.0319050969339447	0.0206021413195751	965	"tags=32%, list=6%, signal=30%"
"GO:0090148"	"GO:0090148"	"membrane fission"	31	0.537719095962825	1.68420640846072	0.00831468490430823	0.0320654283578183	0.0207056724468884	5008	"tags=68%, list=31%, signal=47%"
"GO:0021799"	"GO:0021799"	"cerebral cortex radially oriented cell migration"	41	0.478387228847458	1.57771479016792	0.00841117868595252	0.0324161156099069	0.0209321224194888	3479	"tags=51%, list=22%, signal=40%"
"GO:0071326"	"GO:0071326"	"cellular response to monosaccharide stimulus"	154	0.354796668706102	1.45026317559752	0.00842057604554973	0.0324308975704098	0.0209416676040683	2145	"tags=23%, list=13%, signal=20%"
"GO:0009266"	"GO:0009266"	"response to temperature stimulus"	151	0.354495061261734	1.44599123336628	0.00844168024616514	0.0324907178319399	0.0209802954598108	2687	"tags=26%, list=17%, signal=22%"
"GO:0021860"	"GO:0021860"	"pyramidal neuron development"	13	0.659490724611358	1.68149969518576	0.00844988318722576	0.0325008369820009	0.0209868297185853	2066	"tags=38%, list=13%, signal=34%"
"GO:0048148"	"GO:0048148"	"behavioral response to cocaine"	22	0.585056832040948	1.69637191898475	0.00851908685793603	0.0327454156022577	0.021144761954576	3571	"tags=55%, list=22%, signal=43%"
"GO:0072711"	"GO:0072711"	"cellular response to hydroxyurea"	11	-0.680179110602832	-1.78240840054437	0.0085498661069565	0.0328378486895143	0.0212044489547505	1607	"tags=64%, list=10%, signal=57%"
"GO:0008156"	"GO:0008156"	"negative regulation of DNA replication"	20	-0.560144838852818	-1.73311415784733	0.00855772807208205	0.0328378486895143	0.0212044489547505	3859	"tags=65%, list=24%, signal=49%"
"GO:0019320"	"GO:0019320"	"hexose catabolic process"	45	-0.431834086765389	-1.6172639496833	0.00856002915590153	0.0328378486895143	0.0212044489547505	1924	"tags=36%, list=12%, signal=31%"
"GO:0072594"	"GO:0072594"	"establishment of protein localization to organelle"	425	-0.233687698887709	-1.23906357218046	0.00860775224210046	0.032999213230564	0.0213086471988604	3867	"tags=31%, list=24%, signal=24%"
"GO:1902903"	"GO:1902903"	"regulation of supramolecular fiber organization"	361	0.307226650418089	1.36383413283673	0.00864742240001958	0.0331295138071709	0.0213927864477972	2946	"tags=28%, list=18%, signal=23%"
"GO:0016441"	"GO:0016441"	"post-transcriptional gene silencing"	70	-0.371975300747238	-1.53037493817271	0.00865841669339736	0.0331498540638214	0.0214059208019369	4141	"tags=40%, list=26%, signal=30%"
"GO:0060491"	"GO:0060491"	"regulation of cell projection assembly"	199	0.330743841415477	1.39246920537484	0.00866906988489002	0.0331688625320169	0.0214181951776845	3482	"tags=30%, list=22%, signal=24%"
"GO:0051646"	"GO:0051646"	"mitochondrion localization"	53	0.449823446303017	1.55769186869169	0.00877883353186852	0.033566805458574	0.0216751596503839	3340	"tags=38%, list=21%, signal=30%"
"GO:0016081"	"GO:0016081"	"synaptic vesicle docking"	16	0.633173322267345	1.7040828856359	0.00881315585136043	0.0336539042365964	0.0217314021165107	874	"tags=44%, list=5%, signal=41%"
"GO:0006476"	"GO:0006476"	"protein deacetylation"	16	0.632783937606663	1.70303492023233	0.00881315585136043	0.0336539042365964	0.0217314021165107	2351	"tags=38%, list=15%, signal=32%"
"GO:0009880"	"GO:0009880"	"embryonic pattern specification"	72	-0.357580473626845	-1.48885652508432	0.00888090250765347	0.0338904074097692	0.0218841197780907	3817	"tags=42%, list=24%, signal=32%"
"GO:0050802"	"GO:0050802"	"circadian sleep/wake cycle, sleep"	18	0.613381971563249	1.70680406697958	0.00892004561379211	0.0340175186226434	0.021966199552879	3130	"tags=56%, list=19%, signal=45%"
"GO:0002931"	"GO:0002931"	"response to ischemia"	55	0.45266420893456	1.57603657458797	0.00893444510467616	0.0340501630100436	0.0219872790776929	3352	"tags=40%, list=21%, signal=32%"
"GO:1900368"	"GO:1900368"	"regulation of post-transcriptional gene silencing by regulatory ncRNA"	28	-0.490823540045248	-1.64972220243409	0.00897975301810254	0.034200483245301	0.022084345660389	1032	"tags=21%, list=6%, signal=20%"
"GO:0045606"	"GO:0045606"	"positive regulation of epidermal cell differentiation"	18	-0.568079900038328	-1.7242776022968	0.00900223664122828	0.034263734892299	0.0221251892714536	442	"tags=56%, list=3%, signal=54%"
"GO:0071496"	"GO:0071496"	"cellular response to external stimulus"	68	-0.36198329059868	-1.49044188439354	0.00901354063435989	0.034270659544809	0.0221296607410089	3719	"tags=46%, list=23%, signal=35%"
"GO:0032984"	"GO:0032984"	"protein-containing complex disassembly"	249	0.325994115911063	1.39638510265519	0.00901581062283262	0.034270659544809	0.0221296607410089	3064	"tags=29%, list=19%, signal=24%"
"GO:0097237"	"GO:0097237"	"cellular response to toxic substance"	98	-0.33870940383633	-1.50144529747804	0.00911302597742101	0.0346176250647179	0.022353707472131	2192	"tags=30%, list=14%, signal=26%"
"GO:0048557"	"GO:0048557"	"embryonic digestive tract morphogenesis"	14	-0.635640719640162	-1.79715434198136	0.00912737221896042	0.0346495490942436	0.0223743218388305	2524	"tags=64%, list=16%, signal=54%"
"GO:0032943"	"GO:0032943"	"mononuclear cell proliferation"	233	-0.262642271875069	-1.30721755346001	0.00915711850959823	0.0347398555819566	0.0224326356256774	3703	"tags=32%, list=23%, signal=25%"
"GO:2000105"	"GO:2000105"	"positive regulation of DNA-templated DNA replication"	15	-0.622228701875598	-1.78826760897541	0.00916844358931122	0.0347566163469189	0.0224434585875726	3325	"tags=47%, list=21%, signal=37%"
"GO:0099563"	"GO:0099563"	"modification of synaptic structure"	61	0.445291717116672	1.57340137797236	0.00917345782162719	0.0347566163469189	0.0224434585875726	2572	"tags=38%, list=16%, signal=32%"
"GO:0061014"	"GO:0061014"	"positive regulation of mRNA catabolic process"	102	-0.326482214253348	-1.44524083653733	0.0091841695852056	0.0347746057476194	0.022455074918852	2657	"tags=25%, list=16%, signal=21%"
"GO:0080144"	"GO:0080144"	"intracellular amino acid homeostasis"	11	0.703638516130863	1.69524401127321	0.0091904684842182	0.0347758739334694	0.0224558938270081	2194	"tags=45%, list=14%, signal=39%"
"GO:0099612"	"GO:0099612"	"protein localization to axon"	12	0.672026043756884	1.68411960183793	0.00924080067867162	0.0349436502965851	0.0225642323896569	3022	"tags=67%, list=19%, signal=54%"
"GO:2001235"	"GO:2001235"	"positive regulation of apoptotic signaling pathway"	147	-0.291686451216017	-1.35824111667455	0.00925888689966695	0.0349893515955658	0.0225937431797992	3310	"tags=30%, list=21%, signal=24%"
"GO:0090189"	"GO:0090189"	"regulation of branching involved in ureteric bud morphogenesis"	19	-0.574250596510801	-1.75361411432937	0.00942799667131806	0.0356053423513314	0.0229915081083343	3338	"tags=63%, list=21%, signal=50%"
"GO:0032271"	"GO:0032271"	"regulation of protein polymerization"	187	0.347507045877818	1.46074578399354	0.0095205545529428	0.0359316204519155	0.0232021963112767	2690	"tags=30%, list=17%, signal=26%"
"GO:0060816"	"GO:0060816"	"random inactivation of X chromosome"	21	-0.547539625166935	-1.7173981721038	0.00953036785751367	0.0359453913176987	0.0232110885996639	3478	"tags=43%, list=22%, signal=34%"
"GO:0048570"	"GO:0048570"	"notochord morphogenesis"	11	-0.677237627010471	-1.77470024693694	0.00958523109731823	0.036036723587811	0.0232700647670075	3393	"tags=55%, list=21%, signal=43%"
"GO:0006784"	"GO:0006784"	"heme A biosynthetic process"	10	-0.681214034998139	-1.73961373401848	0.00958011222479694	0.036036723587811	0.0232700647670075	4003	"tags=70%, list=25%, signal=53%"
"GO:0046160"	"GO:0046160"	"heme a metabolic process"	10	-0.681214034998139	-1.73961373401848	0.00958011222479694	0.036036723587811	0.0232700647670075	4003	"tags=70%, list=25%, signal=53%"
"GO:0051580"	"GO:0051580"	"regulation of neurotransmitter uptake"	16	0.629138502841786	1.6932238262158	0.00957399123451805	0.036036723587811	0.0232700647670075	3340	"tags=75%, list=21%, signal=60%"
"GO:2000807"	"GO:2000807"	"regulation of synaptic vesicle clustering"	10	0.717696256356665	1.6904390447994	0.0095854841853361	0.036036723587811	0.0232700647670075	3846	"tags=80%, list=24%, signal=61%"
"GO:0009060"	"GO:0009060"	"aerobic respiration"	272	-0.253194627857108	-1.28581714808895	0.00963208489529359	0.0361885870002944	0.0233681278285846	4384	"tags=36%, list=27%, signal=27%"
"GO:0042306"	"GO:0042306"	"regulation of protein import into nucleus"	72	-0.355031315435828	-1.47824260434174	0.00976268013011069	0.0366320385062261	0.0236544786462141	2870	"tags=36%, list=18%, signal=30%"
"GO:0050878"	"GO:0050878"	"regulation of body fluid levels"	271	-0.253728700855581	-1.28237262500496	0.00975882285444219	0.0366320385062261	0.0236544786462141	3318	"tags=33%, list=21%, signal=27%"
"GO:0008625"	"GO:0008625"	"extrinsic apoptotic signaling pathway via death domain receptors"	71	-0.373744944616375	-1.5461208419674	0.00982183326747854	0.0368078354813165	0.0237679963744901	3223	"tags=44%, list=20%, signal=35%"
"GO:0008333"	"GO:0008333"	"endosome to lysosome transport"	64	0.425207204200601	1.50830978340775	0.00982215606395618	0.0368078354813165	0.0237679963744901	5216	"tags=52%, list=32%, signal=35%"
"GO:0071027"	"GO:0071027"	"nuclear RNA surveillance"	35	-0.46675924509224	-1.65422356129155	0.00983574065088124	0.0368250468106442	0.0237791102802037	4375	"tags=63%, list=27%, signal=46%"
"GO:0071260"	"GO:0071260"	"cellular response to mechanical stimulus"	66	-0.373116229223028	-1.52583976403539	0.00983937968289894	0.0368250468106442	0.0237791102802037	3719	"tags=47%, list=23%, signal=36%"
"GO:1903365"	"GO:1903365"	"regulation of fear response"	13	0.652451131059592	1.66355088412628	0.00986892195908121	0.0369009558324121	0.0238281271629021	3612	"tags=62%, list=22%, signal=48%"
"GO:0009303"	"GO:0009303"	"rRNA transcription"	38	-0.450289187051478	-1.65047086152323	0.00987231883014285	0.0369009558324121	0.0238281271629021	4457	"tags=61%, list=28%, signal=44%"
"GO:0002043"	"GO:0002043"	"blood vessel endothelial cell proliferation involved in sprouting angiogenesis"	21	-0.546402757987409	-1.71383230485638	0.00992540554756722	0.0370518820408863	0.0239255850418815	2127	"tags=38%, list=13%, signal=33%"
"GO:0000578"	"GO:0000578"	"embryonic axis specification"	39	-0.437495514490054	-1.60561157921894	0.00992408562678736	0.0370518820408863	0.0239255850418815	3052	"tags=36%, list=19%, signal=29%"
"GO:0046488"	"GO:0046488"	"phosphatidylinositol metabolic process"	134	0.362173094229679	1.44703277467561	0.0099674687689747	0.0371850994189965	0.0240116077628195	2905	"tags=28%, list=18%, signal=23%"
"GO:0002066"	"GO:0002066"	"columnar/cuboidal epithelial cell development"	24	-0.519260015414921	-1.71430113982726	0.00998086562995263	0.0372112707725408	0.0240285074426844	3138	"tags=46%, list=19%, signal=37%"
"GO:0010837"	"GO:0010837"	"regulation of keratinocyte proliferation"	39	-0.436775591374157	-1.60296945637939	0.0100349681179385	0.0373651973791183	0.0241279027746629	2524	"tags=36%, list=16%, signal=30%"
"GO:0055117"	"GO:0055117"	"regulation of cardiac muscle contraction"	64	0.424708232785213	1.5065398146489	0.0100345249594691	0.0373651973791183	0.0241279027746629	2411	"tags=31%, list=15%, signal=27%"
"GO:0032525"	"GO:0032525"	"somite rostral/caudal axis specification"	10	-0.677997408726203	-1.73139944753526	0.0100887778071328	0.0375415848075248	0.024241801777526	1600	"tags=50%, list=10%, signal=45%"
"GO:0090267"	"GO:0090267"	"positive regulation of mitotic cell cycle spindle assembly checkpoint"	11	-0.674176016360139	-1.76667730054344	0.0101033380407971	0.0375717883392143	0.0242613051637563	2207	"tags=73%, list=14%, signal=63%"
"GO:2001044"	"GO:2001044"	"regulation of integrin-mediated signaling pathway"	22	-0.536411745315348	-1.71777451279354	0.0101241731547234	0.0376252732091727	0.0242958420545741	4469	"tags=64%, list=28%, signal=46%"
"GO:0042749"	"GO:0042749"	"regulation of circadian sleep/wake cycle"	19	0.619955143393798	1.75297203936045	0.0101613075180808	0.0377152031431758	0.0243539126886496	3130	"tags=58%, list=19%, signal=47%"
"GO:0000281"	"GO:0000281"	"mitotic cytokinesis"	92	-0.329344547772611	-1.43307392895156	0.0101594760204285	0.0377152031431758	0.0243539126886496	2591	"tags=33%, list=16%, signal=28%"
"GO:0008334"	"GO:0008334"	"histone mRNA metabolic process"	20	-0.551386946016369	-1.7060168304867	0.0102034747721233	0.0378476217533403	0.0244394196195828	2981	"tags=35%, list=19%, signal=29%"
"GO:1902373"	"GO:1902373"	"negative regulation of mRNA catabolic process"	73	-0.358716443487374	-1.49962649058989	0.0102451272986886	0.0379779639406568	0.0245235857378854	2744	"tags=41%, list=17%, signal=34%"
"GO:0046651"	"GO:0046651"	"lymphocyte proliferation"	227	-0.260687562727106	-1.29275600634782	0.010293856834735	0.0381343578166071	0.0246245742645937	3703	"tags=32%, list=23%, signal=25%"
"GO:0006937"	"GO:0006937"	"regulation of muscle contraction"	142	0.365643351829813	1.48071613595318	0.0103210962727028	0.0382109919784952	0.0246740593934555	2180	"tags=27%, list=14%, signal=23%"
"GO:0010880"	"GO:0010880"	"regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum"	22	0.575702603787312	1.66924934000745	0.0103316308069839	0.0382257228651797	0.0246835715980373	3508	"tags=55%, list=22%, signal=43%"
"GO:0006450"	"GO:0006450"	"regulation of translational fidelity"	18	-0.564000826854292	-1.71189650145361	0.0104061325011188	0.0384282195148978	0.0248143301599959	4285	"tags=61%, list=27%, signal=45%"
"GO:0007617"	"GO:0007617"	"mating behavior"	37	0.493696677101971	1.60731953353953	0.0104032387069001	0.0384282195148978	0.0248143301599959	2824	"tags=38%, list=18%, signal=31%"
"GO:0006694"	"GO:0006694"	"steroid biosynthetic process"	124	-0.314739379215119	-1.43633052241568	0.0104003381604155	0.0384282195148978	0.0248143301599959	4389	"tags=42%, list=27%, signal=31%"
"GO:0090232"	"GO:0090232"	"positive regulation of spindle checkpoint"	12	-0.639108979563182	-1.71131524171601	0.010417556687999	0.0384410073211708	0.0248225876554221	2207	"tags=92%, list=14%, signal=79%"
"GO:0071322"	"GO:0071322"	"cellular response to carbohydrate stimulus"	163	0.35095029772534	1.44589583107805	0.0104227804106965	0.0384410073211708	0.0248225876554221	2145	"tags=23%, list=13%, signal=20%"
"GO:0086019"	"GO:0086019"	"cell-cell signaling involved in cardiac conduction"	24	0.563199633994374	1.65259955720498	0.010430927618063	0.038446737636489	0.0248262879032614	2891	"tags=50%, list=18%, signal=41%"
"GO:0016032"	"GO:0016032"	"viral process"	228	-0.266563738775903	-1.3194929687032	0.0104378381221242	0.0384479053001302	0.0248270419010129	4043	"tags=33%, list=25%, signal=25%"
"GO:0070918"	"GO:0070918"	"regulatory ncRNA processing"	55	-0.389502171848747	-1.53080246380043	0.0105015802240099	0.0386582792210869	0.0249628870689018	4437	"tags=44%, list=28%, signal=32%"
"GO:0072202"	"GO:0072202"	"cell differentiation involved in metanephros development"	17	-0.579204255332546	-1.73172211034041	0.0105421279921678	0.0387597611408747	0.0250284171895962	3338	"tags=47%, list=21%, signal=37%"
"GO:0002053"	"GO:0002053"	"positive regulation of mesenchymal cell proliferation"	34	-0.450113341788652	-1.58661428522768	0.0105424423202585	0.0387597611408747	0.0250284171895962	2741	"tags=44%, list=17%, signal=37%"
"GO:0021801"	"GO:0021801"	"cerebral cortex radial glia-guided migration"	29	0.532750022243844	1.6410349979203	0.01057592564377	0.038809454014363	0.0250605054670367	3253	"tags=55%, list=20%, signal=44%"
"GO:0022030"	"GO:0022030"	"telencephalon glial cell migration"	29	0.532750022243844	1.6410349979203	0.01057592564377	0.038809454014363	0.0250605054670367	3253	"tags=55%, list=20%, signal=44%"
"GO:0002065"	"GO:0002065"	"columnar/cuboidal epithelial cell differentiation"	96	-0.33303421940521	-1.46330818827657	0.0105707908390693	0.038809454014363	0.0250605054670367	3865	"tags=41%, list=24%, signal=31%"
"GO:0060993"	"GO:0060993"	"kidney morphogenesis"	89	-0.33796047355981	-1.46828866890644	0.0106304739194539	0.0389850902039846	0.025173919370994	3180	"tags=37%, list=20%, signal=30%"
"GO:1902893"	"GO:1902893"	"regulation of miRNA transcription"	63	-0.377072577400329	-1.52199071472365	0.01078633121091	0.0395318021941018	0.0255269487852228	2642	"tags=29%, list=16%, signal=24%"
"GO:0045739"	"GO:0045739"	"positive regulation of DNA repair"	138	-0.294179677200486	-1.3650513371098	0.0108089489496355	0.0395898123902794	0.0255644078238867	3689	"tags=33%, list=23%, signal=26%"
"GO:0061614"	"GO:0061614"	"miRNA transcription"	66	-0.370631131749826	-1.51567708483484	0.0108171942297275	0.0395951409626748	0.0255678486534742	2642	"tags=27%, list=16%, signal=23%"
